área bounding box,ocorrências,%
29304,20,0.0036%
29315,49,0.0089%
29318,29,0.0053%
29321,2,0.0004%
29322,16,0.0029%
29325,3,0.0005%
29326,1,0.0002%
29328,67,0.0122%
29329,6,0.0011%
29336,4,0.0007%
29337,1,0.0002%
29340,34,0.0062%
29344,10,0.0018%
29346,9,0.0016%
29348,26,0.0047%
29353,3,0.0005%
29355,2,0.0004%
29356,12,0.0022%
29358,21,0.0038%
29359,4,0.0007%
29362,1,0.0002%
29367,28,0.0051%
29370,16,0.0029%
29376,42,0.0076%
29380,3,0.0005%
29382,15,0.0027%
29388,5,0.0009%
29391,7,0.0013%
29392,30,0.0054%
29393,9,0.0016%
29394,56,0.0102%
29397,4,0.0007%
29400,56,0.0102%
29403,10,0.0018%
29406,21,0.0038%
29410,29,0.0053%
29412,21,0.0038%
29414,6,0.0011%
29415,11,0.002%
29422,2,0.0004%
29425,5,0.0009%
29430,6,0.0011%
29432,2,0.0004%
29435,34,0.0062%
29438,1,0.0002%
29440,22,0.004%
29445,4,0.0007%
29448,1,0.0002%
29450,11,0.002%
29452,4,0.0007%
29456,4,0.0007%
29458,15,0.0027%
29463,9,0.0016%
29464,17,0.0031%
29468,6,0.0011%
29469,37,0.0067%
29472,4,0.0007%
29475,2,0.0004%
29478,1,0.0002%
29480,4,0.0007%
29481,1,0.0002%
29484,36,0.0065%
29488,8,0.0015%
29491,2,0.0004%
29492,21,0.0038%
29493,8,0.0015%
29498,3,0.0005%
29500,18,0.0033%
29502,12,0.0022%
29503,9,0.0016%
29505,7,0.0013%
29510,1,0.0002%
29512,11,0.002%
29516,5,0.0009%
29520,56,0.0102%
29524,3,0.0005%
29526,3,0.0005%
29529,4,0.0007%
29532,17,0.0031%
29535,17,0.0031%
29536,76,0.0138%
29539,2,0.0004%
29540,26,0.0047%
29545,2,0.0004%
29546,4,0.0007%
29547,5,0.0009%
29548,21,0.0038%
29550,6,0.0011%
29555,11,0.002%
29559,28,0.0051%
29561,4,0.0007%
29562,2,0.0004%
29565,3,0.0005%
29568,38,0.0069%
29574,9,0.0016%
29575,20,0.0036%
29580,78,0.0141%
29583,15,0.0027%
29584,5,0.0009%
29585,2,0.0004%
29590,5,0.0009%
29591,18,0.0033%
29592,5,0.0009%
29593,5,0.0009%
29596,8,0.0015%
29600,12,0.0022%
29601,43,0.0078%
29605,4,0.0007%
29606,6,0.0011%
29607,4,0.0007%
29610,28,0.0051%
29618,23,0.0042%
29624,8,0.0015%
29625,2,0.0004%
29631,6,0.0011%
29636,2,0.0004%
29637,4,0.0007%
29638,23,0.0042%
29639,2,0.0004%
29640,33,0.006%
29643,1,0.0002%
29645,3,0.0005%
29646,10,0.0018%
29648,12,0.0022%
29651,7,0.0013%
29652,3,0.0005%
29656,2,0.0004%
29659,3,0.0005%
29664,12,0.0022%
29665,2,0.0004%
29666,10,0.0018%
29667,4,0.0007%
29670,28,0.0051%
29673,1,0.0002%
29678,55,0.01%
29680,26,0.0047%
29682,11,0.002%
29684,9,0.0016%
29694,13,0.0024%
29696,8,0.0015%
29698,2,0.0004%
29700,34,0.0062%
29704,5,0.0009%
29707,2,0.0004%
29711,1,0.0002%
29714,17,0.0031%
29715,3,0.0005%
29718,11,0.002%
29719,2,0.0004%
29722,1,0.0002%
29725,28,0.0051%
29726,22,0.004%
29729,2,0.0004%
29733,6,0.0011%
29735,3,0.0005%
29736,60,0.0109%
29737,1,0.0002%
29744,85,0.0154%
29746,16,0.0029%
29747,3,0.0005%
29748,8,0.0015%
29750,32,0.0058%
29751,37,0.0067%
29754,36,0.0065%
29756,10,0.0018%
29757,1,0.0002%
29760,15,0.0027%
29766,6,0.0011%
29767,2,0.0004%
29768,4,0.0007%
29770,8,0.0015%
29779,4,0.0007%
29784,13,0.0024%
29785,3,0.0005%
29786,2,0.0004%
29792,9,0.0016%
29795,3,0.0005%
29796,6,0.0011%
29797,4,0.0007%
29798,2,0.0004%
29799,4,0.0007%
29800,17,0.0031%
29808,33,0.006%
29812,7,0.0013%
29820,54,0.0098%
29824,13,0.0024%
29829,10,0.0018%
29830,10,0.0018%
29832,4,0.0007%
29835,12,0.0022%
29840,2,0.0004%
29841,12,0.0022%
29845,12,0.0022%
29848,12,0.0022%
29850,4,0.0007%
29853,3,0.0005%
29854,16,0.0029%
29856,1,0.0002%
29857,3,0.0005%
29859,2,0.0004%
29862,3,0.0005%
29865,13,0.0024%
29866,7,0.0013%
29868,7,0.0013%
29869,8,0.0015%
29870,23,0.0042%
29875,1,0.0002%
29876,6,0.0011%
29880,10,0.0018%
29882,4,0.0007%
29884,2,0.0004%
29885,20,0.0036%
29886,5,0.0009%
29887,66,0.012%
29889,8,0.0015%
29890,2,0.0004%
29892,46,0.0083%
29893,7,0.0013%
29896,8,0.0015%
29898,7,0.0013%
29900,8,0.0015%
29904,29,0.0053%
29913,30,0.0054%
29915,4,0.0007%
29916,6,0.0011%
29920,20,0.0036%
29925,30,0.0054%
29928,28,0.0051%
29929,4,0.0007%
29930,30,0.0054%
29941,2,0.0004%
29944,4,0.0007%
29945,1,0.0002%
29946,9,0.0016%
29949,4,0.0007%
29952,65,0.0118%
29960,18,0.0033%
29962,60,0.0109%
29963,3,0.0005%
29964,1,0.0002%
29970,11,0.002%
29972,21,0.0038%
29973,5,0.0009%
29975,7,0.0013%
29982,4,0.0007%
29988,28,0.0051%
29992,6,0.0011%
29993,1,0.0002%
29997,4,0.0007%
29998,2,0.0004%
29999,3,0.0005%
30000,9,0.0016%
30003,4,0.0007%
30008,6,0.0011%
30012,25,0.0045%
30015,25,0.0045%
30016,7,0.0013%
30020,3,0.0005%
30024,9,0.0016%
30030,31,0.0056%
30033,17,0.0031%
30039,1,0.0002%
30044,14,0.0025%
30046,12,0.0022%
30048,2,0.0004%
30049,3,0.0005%
30051,8,0.0015%
30056,6,0.0011%
30057,3,0.0005%
30058,6,0.0011%
30060,12,0.0022%
30067,2,0.0004%
30069,1,0.0002%
30070,2,0.0004%
30072,8,0.0015%
30076,26,0.0047%
30080,16,0.0029%
30081,1,0.0002%
30082,27,0.0049%
30083,1,0.0002%
30084,5,0.0009%
30086,2,0.0004%
30090,45,0.0082%
30096,81,0.0147%
30098,11,0.002%
30099,1,0.0002%
30100,42,0.0076%
30102,36,0.0065%
30104,63,0.0114%
30105,2,0.0004%
30107,10,0.0018%
30108,2,0.0004%
30115,1,0.0002%
30120,3,0.0005%
30125,1,0.0002%
30128,3,0.0005%
30129,5,0.0009%
30130,7,0.0013%
30132,13,0.0024%
30134,8,0.0015%
30135,47,0.0085%
30140,5,0.0009%
30141,7,0.0013%
30144,5,0.0009%
30150,2,0.0004%
30153,1,0.0002%
30155,8,0.0015%
30156,5,0.0009%
30160,11,0.002%
30163,8,0.0015%
30167,2,0.0004%
30171,3,0.0005%
30172,1,0.0002%
30173,35,0.0063%
30174,17,0.0031%
30175,1,0.0002%
30176,14,0.0025%
30177,1,0.0002%
30178,6,0.0011%
30179,1,0.0002%
30184,5,0.0009%
30186,16,0.0029%
30189,3,0.0005%
30191,1,0.0002%
30192,30,0.0054%
30193,3,0.0005%
30195,17,0.0031%
30199,5,0.0009%
30200,5,0.0009%
30208,28,0.0051%
30210,8,0.0015%
30212,13,0.0024%
30213,3,0.0005%
30217,1,0.0002%
30222,19,0.0034%
30225,3,0.0005%
30226,9,0.0016%
30227,18,0.0033%
30228,1,0.0002%
30240,86,0.0156%
30245,5,0.0009%
30246,45,0.0082%
30247,12,0.0022%
30248,4,0.0007%
30250,15,0.0027%
30251,35,0.0063%
30256,14,0.0025%
30257,1,0.0002%
30258,9,0.0016%
30260,34,0.0062%
30264,11,0.002%
30266,2,0.0004%
30267,24,0.0044%
30268,6,0.0011%
30272,15,0.0027%
30275,18,0.0033%
30276,15,0.0027%
30277,3,0.0005%
30281,2,0.0004%
30282,25,0.0045%
30284,8,0.0015%
30294,9,0.0016%
30295,1,0.0002%
30300,5,0.0009%
30301,6,0.0011%
30302,10,0.0018%
30303,5,0.0009%
30305,21,0.0038%
30315,30,0.0054%
30316,26,0.0047%
30318,11,0.002%
30320,1,0.0002%
30324,10,0.0018%
30328,4,0.0007%
30330,1,0.0002%
30336,1,0.0002%
30338,5,0.0009%
30340,45,0.0082%
30345,12,0.0022%
30348,1,0.0002%
30349,5,0.0009%
30351,1,0.0002%
30358,1,0.0002%
30360,28,0.0051%
30363,1,0.0002%
30368,15,0.0027%
30369,4,0.0007%
30371,1,0.0002%
30375,6,0.0011%
30378,24,0.0044%
30380,54,0.0098%
30381,3,0.0005%
30384,42,0.0076%
30385,5,0.0009%
30388,59,0.0107%
30392,2,0.0004%
30393,1,0.0002%
30394,16,0.0029%
30396,19,0.0034%
30397,2,0.0004%
30400,15,0.0027%
30401,6,0.0011%
30408,25,0.0045%
30411,4,0.0007%
30414,3,0.0005%
30415,1,0.0002%
30418,1,0.0002%
30420,47,0.0085%
30422,5,0.0009%
30429,28,0.0051%
30430,14,0.0025%
30432,2,0.0004%
30438,41,0.0074%
30441,7,0.0013%
30444,20,0.0036%
30447,1,0.0002%
30448,18,0.0033%
30450,57,0.0103%
30456,17,0.0031%
30457,5,0.0009%
30458,5,0.0009%
30459,62,0.0112%
30461,1,0.0002%
30464,9,0.0016%
30470,3,0.0005%
30472,3,0.0005%
30475,4,0.0007%
30478,2,0.0004%
30480,11,0.002%
30481,7,0.0013%
30488,9,0.0016%
30492,19,0.0034%
30494,5,0.0009%
30495,1,0.0002%
30498,10,0.0018%
30500,10,0.0018%
30502,5,0.0009%
30504,24,0.0044%
30508,4,0.0007%
30510,1,0.0002%
30514,27,0.0049%
30515,2,0.0004%
30520,4,0.0007%
30525,12,0.0022%
30527,5,0.0009%
30528,34,0.0062%
30530,15,0.0027%
30535,1,0.0002%
30536,1,0.0002%
30537,4,0.0007%
30540,1,0.0002%
30544,7,0.0013%
30545,18,0.0033%
30550,18,0.0033%
30551,2,0.0004%
30552,12,0.0022%
30555,5,0.0009%
30560,4,0.0007%
30561,14,0.0025%
30562,1,0.0002%
30564,1,0.0002%
30576,41,0.0074%
30580,4,0.0007%
30583,1,0.0002%
30586,4,0.0007%
30587,1,0.0002%
30589,21,0.0038%
30590,13,0.0024%
30591,7,0.0013%
30592,4,0.0007%
30595,46,0.0083%
30597,8,0.0015%
30600,58,0.0105%
30602,76,0.0138%
30603,4,0.0007%
30609,23,0.0042%
30613,7,0.0013%
30616,19,0.0034%
30618,11,0.002%
30621,19,0.0034%
30622,4,0.0007%
30623,1,0.0002%
30624,16,0.0029%
30625,14,0.0025%
30627,2,0.0004%
30628,6,0.0011%
30629,1,0.0002%
30634,4,0.0007%
30636,18,0.0033%
30644,2,0.0004%
30645,7,0.0013%
30646,3,0.0005%
30652,3,0.0005%
30653,10,0.0018%
30654,10,0.0018%
30656,2,0.0004%
30660,16,0.0029%
30666,1,0.0002%
30667,1,0.0002%
30668,8,0.0015%
30672,60,0.0109%
30674,1,0.0002%
30675,1,0.0002%
30680,8,0.0015%
30685,4,0.0007%
30686,2,0.0004%
30687,8,0.0015%
30688,5,0.0009%
30690,27,0.0049%
30694,11,0.002%
30699,1,0.0002%
30700,1,0.0002%
30702,3,0.0005%
30704,5,0.0009%
30705,6,0.0011%
30709,2,0.0004%
30710,5,0.0009%
30711,1,0.0002%
30712,1,0.0002%
30719,3,0.0005%
30720,11,0.002%
30723,7,0.0013%
30728,20,0.0036%
30730,1,0.0002%
30731,1,0.0002%
30732,4,0.0007%
30734,14,0.0025%
30736,5,0.0009%
30738,13,0.0024%
30740,77,0.014%
30744,20,0.0036%
30745,46,0.0083%
30747,4,0.0007%
30749,1,0.0002%
30750,28,0.0051%
30751,7,0.0013%
30752,4,0.0007%
30753,1,0.0002%
30758,7,0.0013%
30765,2,0.0004%
30770,26,0.0047%
30771,2,0.0004%
30772,6,0.0011%
30774,3,0.0005%
30780,43,0.0078%
30784,15,0.0027%
30785,13,0.0024%
30788,29,0.0053%
30789,1,0.0002%
30794,19,0.0034%
30797,1,0.0002%
30798,10,0.0018%
30800,31,0.0056%
30804,15,0.0027%
30805,1,0.0002%
30806,41,0.0074%
30807,7,0.0013%
30810,9,0.0016%
30814,21,0.0038%
30816,52,0.0094%
30820,4,0.0007%
30825,3,0.0005%
30828,1,0.0002%
30832,10,0.0018%
30840,2,0.0004%
30843,4,0.0007%
30845,5,0.0009%
30846,10,0.0018%
30847,4,0.0007%
30849,5,0.0009%
30855,19,0.0034%
30856,11,0.002%
30858,4,0.0007%
30861,1,0.0002%
30866,9,0.0016%
30870,26,0.0047%
30872,7,0.0013%
30873,4,0.0007%
30874,2,0.0004%
30875,4,0.0007%
30876,10,0.0018%
30879,7,0.0013%
30880,5,0.0009%
30885,40,0.0073%
30888,58,0.0105%
30894,1,0.0002%
30895,19,0.0034%
30900,20,0.0036%
30906,8,0.0015%
30910,1,0.0002%
30912,30,0.0054%
30915,8,0.0015%
30916,6,0.0011%
30923,4,0.0007%
30926,1,0.0002%
30927,11,0.002%
30929,3,0.0005%
30932,12,0.0022%
30935,3,0.0005%
30940,19,0.0034%
30942,5,0.0009%
30943,1,0.0002%
30951,17,0.0031%
30952,41,0.0074%
30954,3,0.0005%
30955,13,0.0024%
30956,14,0.0025%
30959,3,0.0005%
30960,71,0.0129%
30962,1,0.0002%
30967,22,0.004%
30968,6,0.0011%
30970,5,0.0009%
30972,35,0.0063%
30975,13,0.0024%
30976,8,0.0015%
30988,21,0.0038%
30992,6,0.0011%
30996,17,0.0031%
30997,4,0.0007%
31000,11,0.002%
31003,18,0.0033%
31004,1,0.0002%
31005,7,0.0013%
31007,1,0.0002%
31008,15,0.0027%
31017,23,0.0042%
31020,32,0.0058%
31023,1,0.0002%
31024,5,0.0009%
31027,1,0.0002%
31030,46,0.0083%
31031,56,0.0102%
31034,2,0.0004%
31040,10,0.0018%
31042,7,0.0013%
31044,6,0.0011%
31046,2,0.0004%
31050,7,0.0013%
31058,1,0.0002%
31059,14,0.0025%
31061,1,0.0002%
31062,13,0.0024%
31064,1,0.0002%
31065,1,0.0002%
31066,1,0.0002%
31070,5,0.0009%
31073,2,0.0004%
31075,8,0.0015%
31078,1,0.0002%
31080,44,0.008%
31086,4,0.0007%
31088,4,0.0007%
31096,37,0.0067%
31097,3,0.0005%
31098,33,0.006%
31099,14,0.0025%
31104,40,0.0073%
31106,12,0.0022%
31108,5,0.0009%
31110,26,0.0047%
31119,2,0.0004%
31122,32,0.0058%
31124,4,0.0007%
31125,5,0.0009%
31130,5,0.0009%
31132,30,0.0054%
31133,5,0.0009%
31135,1,0.0002%
31136,5,0.0009%
31137,6,0.0011%
31140,14,0.0025%
31141,15,0.0027%
31144,5,0.0009%
31146,36,0.0065%
31150,29,0.0053%
31152,35,0.0063%
31160,19,0.0034%
31161,9,0.0016%
31164,32,0.0058%
31168,1,0.0002%
31174,31,0.0056%
31175,43,0.0078%
31178,7,0.0013%
31185,19,0.0034%
31188,10,0.0018%
31191,3,0.0005%
31200,27,0.0049%
31208,5,0.0009%
31209,6,0.0011%
31212,8,0.0015%
31213,1,0.0002%
31218,4,0.0007%
31220,5,0.0009%
31228,8,0.0015%
31229,6,0.0011%
31232,7,0.0013%
31233,1,0.0002%
31234,2,0.0004%
31236,13,0.0024%
31239,4,0.0007%
31240,12,0.0022%
31242,20,0.0036%
31243,1,0.0002%
31244,28,0.0051%
31248,44,0.008%
31250,5,0.0009%
31255,15,0.0027%
31257,12,0.0022%
31262,3,0.0005%
31265,6,0.0011%
31266,7,0.0013%
31270,4,0.0007%
31275,1,0.0002%
31280,44,0.008%
31283,4,0.0007%
31284,18,0.0033%
31290,14,0.0025%
31291,1,0.0002%
31293,15,0.0027%
31296,4,0.0007%
31297,2,0.0004%
31301,1,0.0002%
31302,16,0.0029%
31304,39,0.0071%
31309,4,0.0007%
31310,6,0.0011%
31311,13,0.0024%
31312,2,0.0004%
31313,15,0.0027%
31314,2,0.0004%
31317,8,0.0015%
31320,45,0.0082%
31323,6,0.0011%
31324,5,0.0009%
31325,20,0.0036%
31326,1,0.0002%
31328,44,0.008%
31329,14,0.0025%
31330,3,0.0005%
31332,3,0.0005%
31339,2,0.0004%
31347,7,0.0013%
31350,27,0.0049%
31351,3,0.0005%
31354,3,0.0005%
31356,8,0.0015%
31360,13,0.0024%
31365,9,0.0016%
31369,5,0.0009%
31372,1,0.0002%
31373,27,0.0049%
31374,7,0.0013%
31375,8,0.0015%
31376,27,0.0049%
31382,4,0.0007%
31388,19,0.0034%
31390,21,0.0038%
31392,11,0.002%
31395,14,0.0025%
31396,8,0.0015%
31400,5,0.0009%
31408,9,0.0016%
31414,2,0.0004%
31415,5,0.0009%
31416,13,0.0024%
31425,1,0.0002%
31428,10,0.0018%
31434,3,0.0005%
31436,1,0.0002%
31439,8,0.0015%
31440,5,0.0009%
31442,3,0.0005%
31443,12,0.0022%
31450,15,0.0027%
31455,1,0.0002%
31457,1,0.0002%
31458,31,0.0056%
31459,5,0.0009%
31460,15,0.0027%
31463,1,0.0002%
31464,30,0.0054%
31465,54,0.0098%
31473,2,0.0004%
31476,28,0.0051%
31482,7,0.0013%
31486,12,0.0022%
31488,16,0.0029%
31490,13,0.0024%
31494,17,0.0031%
31496,14,0.0025%
31500,49,0.0089%
31501,5,0.0009%
31504,56,0.0102%
31506,46,0.0083%
31510,12,0.0022%
31512,7,0.0013%
31515,8,0.0015%
31518,10,0.0018%
31520,6,0.0011%
31521,19,0.0034%
31524,30,0.0054%
31525,1,0.0002%
31527,1,0.0002%
31535,10,0.0018%
31536,55,0.01%
31540,10,0.0018%
31552,4,0.0007%
31556,7,0.0013%
31557,1,0.0002%
31559,4,0.0007%
31560,5,0.0009%
31562,1,0.0002%
31563,2,0.0004%
31565,2,0.0004%
31570,5,0.0009%
31571,3,0.0005%
31577,3,0.0005%
31578,2,0.0004%
31581,6,0.0011%
31584,21,0.0038%
31588,22,0.004%
31590,15,0.0027%
31592,3,0.0005%
31595,1,0.0002%
31598,3,0.0005%
31600,7,0.0013%
31602,6,0.0011%
31603,17,0.0031%
31605,65,0.0118%
31610,55,0.01%
31611,4,0.0007%
31614,1,0.0002%
31616,14,0.0025%
31620,19,0.0034%
31621,4,0.0007%
31622,2,0.0004%
31623,2,0.0004%
31624,19,0.0034%
31625,7,0.0013%
31626,4,0.0007%
31635,9,0.0016%
31640,4,0.0007%
31641,2,0.0004%
31644,3,0.0005%
31647,12,0.0022%
31648,41,0.0074%
31650,11,0.002%
31652,7,0.0013%
31654,15,0.0027%
31659,15,0.0027%
31666,8,0.0015%
31668,35,0.0063%
31671,5,0.0009%
31672,40,0.0073%
31675,32,0.0058%
31680,106,0.0192%
31682,45,0.0082%
31683,46,0.0083%
31684,24,0.0044%
31692,5,0.0009%
31694,4,0.0007%
31696,1,0.0002%
31702,7,0.0013%
31706,10,0.0018%
31707,1,0.0002%
31710,7,0.0013%
31714,2,0.0004%
31717,2,0.0004%
31719,4,0.0007%
31720,9,0.0016%
31724,3,0.0005%
31725,11,0.002%
31730,8,0.0015%
31734,5,0.0009%
31737,13,0.0024%
31740,10,0.0018%
31742,1,0.0002%
31744,4,0.0007%
31746,38,0.0069%
31750,14,0.0025%
31752,67,0.0122%
31753,1,0.0002%
31755,32,0.0058%
31758,19,0.0034%
31768,14,0.0025%
31772,7,0.0013%
31773,5,0.0009%
31775,5,0.0009%
31779,3,0.0005%
31780,1,0.0002%
31784,5,0.0009%
31785,11,0.002%
31790,7,0.0013%
31800,31,0.0056%
31806,10,0.0018%
31808,16,0.0029%
31812,1,0.0002%
31815,5,0.0009%
31816,5,0.0009%
31820,69,0.0125%
31823,3,0.0005%
31824,32,0.0058%
31827,2,0.0004%
31828,21,0.0038%
31831,4,0.0007%
31832,25,0.0045%
31833,10,0.0018%
31836,1,0.0002%
31840,5,0.0009%
31842,36,0.0065%
31845,10,0.0018%
31850,37,0.0067%
31855,4,0.0007%
31856,15,0.0027%
31857,2,0.0004%
31860,83,0.0151%
31861,6,0.0011%
31862,33,0.006%
31863,2,0.0004%
31866,5,0.0009%
31868,4,0.0007%
31872,8,0.0015%
31875,6,0.0011%
31877,3,0.0005%
31878,13,0.0024%
31879,1,0.0002%
31886,22,0.004%
31889,32,0.0058%
31892,23,0.0042%
31894,2,0.0004%
31897,8,0.0015%
31898,1,0.0002%
31899,47,0.0085%
31900,35,0.0063%
31906,5,0.0009%
31914,6,0.0011%
31916,6,0.0011%
31920,26,0.0047%
31921,3,0.0005%
31924,1,0.0002%
31926,1,0.0002%
31930,5,0.0009%
31937,3,0.0005%
31941,3,0.0005%
31944,4,0.0007%
31948,12,0.0022%
31950,27,0.0049%
31951,1,0.0002%
31959,7,0.0013%
31960,10,0.0018%
31964,10,0.0018%
31968,76,0.0138%
31970,10,0.0018%
31974,33,0.006%
31977,19,0.0034%
31978,4,0.0007%
31979,1,0.0002%
31980,25,0.0045%
31992,25,0.0045%
31993,2,0.0004%
31995,4,0.0007%
32000,11,0.002%
32004,16,0.0029%
32005,6,0.0011%
32010,7,0.0013%
32011,4,0.0007%
32012,32,0.0058%
32016,22,0.004%
32017,5,0.0009%
32025,26,0.0047%
32026,1,0.0002%
32032,49,0.0089%
32034,3,0.0005%
32035,19,0.0034%
32037,45,0.0082%
32038,8,0.0015%
32039,4,0.0007%
32040,44,0.008%
32041,21,0.0038%
32045,47,0.0085%
32046,58,0.0105%
32058,9,0.0016%
32060,2,0.0004%
32064,10,0.0018%
32065,2,0.0004%
32072,2,0.0004%
32074,2,0.0004%
32076,4,0.0007%
32078,1,0.0002%
32079,8,0.0015%
32085,5,0.0009%
32086,8,0.0015%
32088,7,0.0013%
32092,6,0.0011%
32095,2,0.0004%
32096,26,0.0047%
32100,17,0.0031%
32103,2,0.0004%
32107,1,0.0002%
32108,3,0.0005%
32109,6,0.0011%
32110,11,0.002%
32111,2,0.0004%
32112,30,0.0054%
32116,34,0.0062%
32118,4,0.0007%
32120,17,0.0031%
32125,5,0.0009%
32130,43,0.0078%
32131,8,0.0015%
32132,8,0.0015%
32136,6,0.0011%
32144,8,0.0015%
32148,10,0.0018%
32153,2,0.0004%
32154,13,0.0024%
32155,2,0.0004%
32157,1,0.0002%
32160,9,0.0016%
32163,11,0.002%
32164,5,0.0009%
32175,36,0.0065%
32178,9,0.0016%
32184,37,0.0067%
32186,10,0.0018%
32190,50,0.0091%
32193,30,0.0054%
32200,32,0.0058%
32204,10,0.0018%
32207,5,0.0009%
32208,29,0.0053%
32214,32,0.0058%
32215,1,0.0002%
32218,43,0.0078%
32219,1,0.0002%
32220,29,0.0053%
32224,18,0.0033%
32226,11,0.002%
32230,3,0.0005%
32231,7,0.0013%
32232,7,0.0013%
32234,4,0.0007%
32235,5,0.0009%
32238,3,0.0005%
32239,1,0.0002%
32240,14,0.0025%
32248,5,0.0009%
32250,23,0.0042%
32256,49,0.0089%
32258,7,0.0013%
32264,85,0.0154%
32265,9,0.0016%
32266,48,0.0087%
32274,6,0.0011%
32277,2,0.0004%
32279,3,0.0005%
32280,2,0.0004%
32283,4,0.0007%
32289,3,0.0005%
32292,14,0.0025%
32296,2,0.0004%
32300,7,0.0013%
32301,4,0.0007%
32305,4,0.0007%
32307,3,0.0005%
32308,5,0.0009%
32310,1,0.0002%
32314,6,0.0011%
32318,9,0.0016%
32319,15,0.0027%
32320,2,0.0004%
32325,1,0.0002%
32330,5,0.0009%
32332,2,0.0004%
32333,49,0.0089%
32334,3,0.0005%
32335,53,0.0096%
32336,6,0.0011%
32338,1,0.0002%
32340,82,0.0149%
32342,3,0.0005%
32349,4,0.0007%
32351,9,0.0016%
32352,1,0.0002%
32357,3,0.0005%
32361,5,0.0009%
32364,27,0.0049%
32368,12,0.0022%
32370,11,0.002%
32373,4,0.0007%
32375,28,0.0051%
32376,10,0.0018%
32379,2,0.0004%
32382,3,0.0005%
32384,30,0.0054%
32385,6,0.0011%
32387,19,0.0034%
32390,6,0.0011%
32391,43,0.0078%
32395,2,0.0004%
32396,47,0.0085%
32398,15,0.0027%
32399,33,0.006%
32400,72,0.0131%
32406,1,0.0002%
32409,11,0.002%
32412,122,0.0221%
32421,2,0.0004%
32424,12,0.0022%
32428,3,0.0005%
32430,5,0.0009%
32431,4,0.0007%
32436,5,0.0009%
32437,2,0.0004%
32438,1,0.0002%
32445,2,0.0004%
32448,15,0.0027%
32450,8,0.0015%
32451,1,0.0002%
32452,13,0.0024%
32461,3,0.0005%
32465,13,0.0024%
32469,13,0.0024%
32470,8,0.0015%
32472,15,0.0027%
32480,75,0.0136%
32482,42,0.0076%
32485,4,0.0007%
32486,2,0.0004%
32487,87,0.0158%
32488,11,0.002%
32490,19,0.0034%
32494,5,0.0009%
32499,3,0.0005%
32500,2,0.0004%
32504,20,0.0036%
32505,6,0.0011%
32508,14,0.0025%
32512,16,0.0029%
32520,5,0.0009%
32522,1,0.0002%
32523,3,0.0005%
32524,9,0.0016%
32526,5,0.0009%
32528,13,0.0024%
32536,9,0.0016%
32538,7,0.0013%
32544,23,0.0042%
32547,1,0.0002%
32548,3,0.0005%
32549,2,0.0004%
32550,79,0.0143%
32558,21,0.0038%
32560,88,0.016%
32562,15,0.0027%
32565,9,0.0016%
32568,51,0.0093%
32571,1,0.0002%
32574,28,0.0051%
32578,20,0.0036%
32580,22,0.004%
32585,5,0.0009%
32589,6,0.0011%
32591,2,0.0004%
32592,11,0.002%
32595,2,0.0004%
32596,2,0.0004%
32600,2,0.0004%
32604,2,0.0004%
32606,14,0.0025%
32612,4,0.0007%
32616,16,0.0029%
32617,18,0.0033%
32619,4,0.0007%
32620,18,0.0033%
32623,2,0.0004%
32625,35,0.0063%
32630,1,0.0002%
32631,17,0.0031%
32634,44,0.008%
32635,6,0.0011%
32636,8,0.0015%
32637,5,0.0009%
32639,4,0.0007%
32640,33,0.006%
32643,5,0.0009%
32648,11,0.002%
32651,3,0.0005%
32655,1,0.0002%
32657,2,0.0004%
32660,3,0.0005%
32661,1,0.0002%
32665,1,0.0002%
32669,2,0.0004%
32670,15,0.0027%
32680,32,0.0058%
32686,10,0.0018%
32688,17,0.0031%
32689,1,0.0002%
32696,7,0.0013%
32697,21,0.0038%
32700,64,0.0116%
32702,6,0.0011%
32704,16,0.0029%
32705,5,0.0009%
32706,10,0.0018%
32708,58,0.0105%
32712,25,0.0045%
32718,8,0.0015%
32720,1,0.0002%
32724,7,0.0013%
32725,43,0.0078%
32732,10,0.0018%
32736,35,0.0063%
32742,13,0.0024%
32743,7,0.0013%
32745,36,0.0065%
32747,3,0.0005%
32750,12,0.0022%
32752,38,0.0069%
32754,5,0.0009%
32756,2,0.0004%
32757,34,0.0062%
32760,48,0.0087%
32761,14,0.0025%
32763,6,0.0011%
32766,23,0.0042%
32767,33,0.006%
32768,7,0.0013%
32769,1,0.0002%
32770,10,0.0018%
32775,5,0.0009%
32776,2,0.0004%
32780,35,0.0063%
32781,17,0.0031%
32786,5,0.0009%
32791,4,0.0007%
32799,1,0.0002%
32800,8,0.0015%
32802,8,0.0015%
32804,5,0.0009%
32805,2,0.0004%
32806,2,0.0004%
32809,1,0.0002%
32810,16,0.0029%
32813,2,0.0004%
32818,4,0.0007%
32824,1,0.0002%
32825,3,0.0005%
32829,1,0.0002%
32830,3,0.0005%
32832,31,0.0056%
32835,6,0.0011%
32841,2,0.0004%
32844,11,0.002%
32850,45,0.0082%
32851,3,0.0005%
32852,9,0.0016%
32853,10,0.0018%
32856,51,0.0093%
32857,3,0.0005%
32860,8,0.0015%
32864,4,0.0007%
32865,2,0.0004%
32868,12,0.0022%
32870,13,0.0024%
32875,3,0.0005%
32877,1,0.0002%
32880,15,0.0027%
32881,2,0.0004%
32886,53,0.0096%
32890,11,0.002%
32893,3,0.0005%
32895,7,0.0013%
32896,1,0.0002%
