área bounding box,ocorrências,% do total,prop mín,prop max,prop média,,Total bounding boxes
22707,6,"0,0011%","0,3333333333","0,3333333333","0,3333333333",,
22712,4,"0,0007%","0,8143712575","1,2279411765","0,9177637372",,
22713,14,"0,0025%","0,197640118","0,5621890547","0,4580322157",,
22715,4,"0,0007%","0,2610169492","3,8311688312","2,9386308607",,
22720,16,"0,0029%","0,1802816901","3,55","2,5671764965",,
22724,16,"0,0029%","0,254180602","0,3724696356","0,3576835064",,
22725,14,"0,0025%","0,2475247525","4,04","1,6882791136",,
22729,1,"0,0002%","0,6230366492","0,6230366492","0,6230366492",,
22733,10,"0,0018%","0,7094972067","1,4094488189","0,7794923679",,
22734,1,"0,0002%","0,1282660333","0,1282660333","0,1282660333",,
22736,5,"0,0009%","0,5517241379","0,5918367347","0,5597466573",,
22737,6,"0,0011%","0,8993710692","1,1118881119","1,0056295905",,
22742,7,"0,0013%","0,302919708","1,2116788321","0,9714624923",,
22743,30,"0,0054%","1,2857142857","1,2857142857","1,2857142857",,
22746,12,"0,0022%","0,4573991031","0,4573991031","0,4573991031",,
22748,3,"0,0005%","0,3884297521","0,6436170213","0,5585545982",,
22750,40,"0,0073%","0,364","1,3461538462","0,4857340659",,
22752,26,"0,0047%","0,2743055556","3,6455696203","1,257130396",,
22755,13,"0,0024%","0,5414634146","0,6648648649","0,5604482531",,
22763,6,"0,0011%","0,4660633484","0,4660633484","0,4660633484",,
22764,8,"0,0015%","0,3099630996","0,3099630996","0,3099630996",,
22765,15,"0,0027%","0,923566879","1,0827586207","0,9766307929",,
22770,36,"0,0065%","0,1913043478","1,1956521739","0,5891279949",,
22774,1,"0,0002%","0,6113989637","0,6113989637","0,6113989637",,
22776,18,"0,0033%","0,2671232877","0,9358974359","0,8359774421",,
22780,11,"0,0020%","0,1970588235","1,2686567164","0,5758121159",,
22781,2,"0,0004%","0,5215311005","0,5215311005","0,5215311005",,
22784,29,"0,0053%","0,1797752809","0,7191011236","0,5666302426",,
22785,26,"0,0047%","0,4838709677","1,0544217687","0,8901301464",,
22788,1,"0,0002%","0,5118483412","0,5118483412","0,5118483412",,
22790,3,"0,0005%","0,3245283019","0,4930232558","0,4368582712",,
22791,9,"0,0016%","0,5023474178","0,5023474178","0,5023474178",,
22792,34,"0,0062%","0,3397683398","3,8441558442","1,1409008321",,
22794,55,"0,0100%","0,3320610687","1,3282442748","1,2529844377",,
22795,1,"0,0002%","0,4127659574","0,4127659574","0,4127659574",,
22796,7,"0,0013%","0,2949640288","1,1798561151","0,6267327601",,
22797,14,"0,0025%","0,9738562092","1,0268456376","0,992781005",,
22800,34,"0,0062%","0,2533333333","4,0533333333","1,4033475232",,
22801,2,"0,0004%",1,1,1,,
22806,9,"0,0016%","0,6961325967","0,6961325967","0,6961325967",,
22815,4,"0,0007%","0,1851851852","1,2518518519","0,7586675433",,
22816,5,"0,0009%","0,3709677419","0,6739130435","0,4315568022",,
22820,9,"0,0016%","0,8588957055","1,1642857143","1,0285568215",,
22825,1,"0,0002%","0,3018181818","0,3018181818","0,3018181818",,
22826,14,"0,0025%","0,4469026549","0,5594059406","0,4710105018",,
22831,18,"0,0033%","0,2733564014","3,6582278481","3,4701794344",,
22833,6,"0,0011%","0,7288135593","1,3720930233","0,8360268033",,
22836,47,"0,0085%","0,1907514451","1,3106060606","0,9431282447",,
22841,18,"0,0033%","0,3625498008","0,3625498008","0,3625498008",,
22842,20,"0,0036%","0,2872340426","1,1489361702","0,711159268",,
22847,1,"0,0002%","0,1964809384","0,1964809384","0,1964809384",,
22848,43,"0,0078%","0,2023809524","1,2352941176","0,5319909941",,
22852,2,"0,0004%","0,5888324873","0,5888324873","0,5888324873",,
22854,12,"0,0022%","0,2662116041","3,7564102564","2,3021608179",,
22860,30,"0,0054%","0,3543307087","1,4173228346","0,6356211724",,
22862,6,"0,0011%","0,2204968944","1,1338028169","0,9396159566",,
22865,1,"0,0002%","0,3159851301","0,3159851301","0,3159851301",,
22866,33,"0,0060%","0,2394822006","0,5388349515","0,5025457938",,
22869,15,"0,0027%","0,173553719","3,8571428571","2,2542510239",,
22873,1,"0,0002%","0,3463035019","0,3463035019","0,3463035019",,
22875,7,"0,0013%","0,2459016393","4,0666666667","1,1039812646",,
22876,33,"0,0060%","0,2524916944","3,0930232558","1,1786668044",,
22878,10,"0,0018%","0,3780487805","0,6612903226","0,4063729347",,
22879,6,"0,0011%","0,8203592814","1,2189781022","1,0196686918",,
22880,36,"0,0065%","0,1846590909","3,575","1,0871175699",,
22881,2,"0,0004%","0,3307984791","0,3307984791","0,3307984791",,
22885,1,"0,0002%","0,5778894472","0,5778894472","0,5778894472",,
22890,3,"0,0005%","0,4816513761","0,4816513761","0,4816513761",,
22892,9,"0,0016%","0,4110169492","0,6082474227","0,4548459433",,
22895,5,"0,0009%","0,3941908714","0,3941908714","0,3941908714",,
22896,28,"0,0051%","0,2264150943","1,1041666667","0,8081729809",,
22898,3,"0,0005%","0,5","0,5","0,5",,
22900,3,"0,0005%","0,4366812227","0,4366812227","0,4366812227",,
22902,23,"0,0042%","0,1902017291","0,1902017291","0,1902017291",,
22908,43,"0,0078%","0,3694779116","1,2028985507","0,4920673594",,
22910,19,"0,0034%","1,0896551724","3,6708860759","3,1274690436",,
22912,7,"0,0013%","0,7150837989","1,3984375","0,8127057562",,
22914,13,"0,0024%","0,1959064327","1,276119403","0,9157686601",,
22916,1,"0,0002%","0,2017804154","0,2017804154","0,2017804154",,
22922,10,"0,0018%","0,9299363057","1,0753424658","0,9590175377",,
22923,1,"0,0002%","0,2862190813","0,2862190813","0,2862190813",,
22925,18,"0,0033%","0,7485714286","1,3358778626","1,1401090513",,
22927,1,"0,0002%","0,4449339207","0,4449339207","0,4449339207",,
22932,95,"0,0172%","0,2653061224","3,7692307692","0,7225618993",,
22935,7,"0,0013%","0,8424242424","1,1870503597","1,0393534523",,
22936,4,"0,0007%","0,3852459016","0,6489361702","0,4511684688",,
22939,1,"0,0002%","0,5566502463","0,5566502463","0,5566502463",,
22940,13,"0,0024%","0,1675675676","1,0472972973","0,8599758568",,
22944,14,"0,0025%","0,4016736402","0,4016736402","0,4016736402",,
22946,32,"0,0058%","0,2583892617","3,8701298701","1,5303388935",,
22950,41,"0,0074%","0,3148148148","1,2592592593","0,6553568202",,
22952,27,"0,0049%","0,2516556291","1,0066225166","0,9193147051",,
22960,28,"0,0051%","0,5463414634","3,5875","1,1359444998",,
22962,38,"0,0069%","0,3220973783","3,1046511628","0,5638789946",,
22967,2,"0,0004%","0,6165803109","0,6165803109","0,6165803109",,
22968,68,"0,0123%","0,1896551724","3,0344827586","0,9299761049",,
22969,3,"0,0005%","0,4618834081","0,4618834081","0,4618834081",,
22971,2,"0,0004%","0,3765182186","0,3765182186","0,3765182186",,
22977,9,"0,0016%","0,2072072072","0,5362318841","0,4996735866",,
22981,3,"0,0005%","0,195335277","0,195335277","0,195335277",,
22983,5,"0,0009%","0,8650306748","1,1560283688","1,0396292912",,
22984,23,"0,0042%","0,201183432","1,2426470588","0,5534946806",,
22987,19,"0,0034%","0,7016574586","1,4251968504","0,8159005204",,
22989,42,"0,0076%","0,2714776632","3,6835443038","1,7312979914",,
22990,17,"0,0031%","0,3925619835","0,6368421053","0,5444541105",,
22991,2,"0,0004%","0,2996389892","0,2996389892","0,2996389892",,
22995,1,"0,0002%","0,4794520548","0,4794520548","0,4794520548",,
22999,2,"0,0004%","0,5165876777","0,5165876777","0,5165876777",,
23000,69,"0,0125%","0,368","1,472","0,3954801512",,
23002,6,"0,0011%","0,167115903","0,4884792627","0,4349187027",,
23004,7,"0,0013%","0,5070422535","1,1408450704","0,8087289167",,
23005,3,"0,0005%","0,4976744186","0,4976744186","0,4976744186",,
23009,36,"0,0065%","0,7687861272","1,3007518797","1,2416445739",,
23010,29,"0,0053%","0,1836158192","3,7820512821","1,8312307992",,
23016,5,"0,0009%","0,8154761905","1,2262773723","1,0619568995",,
23023,27,"0,0049%","0,2575250836","3,8831168831","1,0167658429",,
23025,1,"0,0002%","0,2442996743","0,2442996743","0,2442996743",,
23028,14,"0,0025%","0,2508250825","0,5643564356","0,4848879625",,
23030,13,"0,0024%","0,2127659574","0,4170212766","0,3910484652",,
23034,2,"0,0004%","0,1891117479","0,1891117479","0,1891117479",,
23035,2,"0,0004%","0,3136531365","0,3136531365","0,3136531365",,
23040,78,"0,0141%","0,15625","3,6","0,6488982372",,
23042,1,"0,0002%","0,2918149466","0,2918149466","0,2918149466",,
23046,5,"0,0009%","0,2065868263","1,2101449275","0,779154734",,
23048,15,"0,0027%","0,1947674419","1,2835820896","0,6462513016",,
23049,3,"0,0005%","0,5939086294","0,5939086294","0,5939086294",,
23051,6,"0,0011%","0,3436293436","0,3436293436","0,3436293436",,
23052,17,"0,0031%","0,2005899705","0,5539215686","0,455359239",,
23055,16,"0,0029%","0,1218390805","1,0965517241","0,8108219475",,
23056,14,"0,0025%","0,3358778626","1,3435114504","0,7132199861",,
23058,10,"0,0018%","0,6455026455","1,4523809524","0,8326914737",,
23064,6,"0,0011%","0,1666666667","0,6666666667","0,3541666667",,
23067,2,"0,0004%","0,4248927039","0,4248927039","0,4248927039",,
23068,30,"0,0054%","0,2705479452","3,6962025316","2,3635382348",,
23072,21,"0,0038%","0,4598214286","0,5436893204","0,5157333564",,
23074,5,"0,0009%","0,8373493976","1,1942446043","0,9801074803",,
23079,6,"0,0011%","0,9363057325","1,0680272109","1,0241200514",,
23084,1,"0,0002%","0,1457286432","0,1457286432","0,1457286432",,
23085,12,"0,0022%","0,3909465021","1,2666666667","0,7890405025",,
23086,23,"0,0042%","0,4075630252","0,6134020619","0,4254620719",,
23088,25,"0,0045%","0,1171171171","3,7948717949","2,0075710326",,
23091,9,"0,0016%","0,7206703911","0,7206703911","0,7206703911",,
23092,27,"0,0049%","0,3665338645","0,3665338645","0,3665338645",,
23095,3,"0,0005%","0,9612903226","1,0402684564","0,9876163672",,
23100,85,"0,0154%","0,2566666667","3,8961038961","1,1586055513",,
23103,23,"0,0042%","0,9869281046","1,0132450331","1,0029471046",,
23104,16,"0,0029%","0,25",4,"1,328125",,
23108,21,"0,0038%","0,4862385321","0,5141509434","0,5021884814",,
23112,6,"0,0011%","0,4953703704","0,5046728972","0,5031224761",,
23114,33,"0,0060%","0,3582677165","0,6978021978","0,533179419",,
23115,8,"0,0015%","0,1942028986","0,5721393035","0,2901579061",,
23120,19,"0,0034%","0,2","1,25","0,462595611",,
23124,15,"0,0027%","0,2907801418","1,5284552846","0,6925589575",,
23125,1,"0,0002%","1,48","1,48","1,48",,
23128,14,"0,0025%","0,1505102041","0,6020408163","0,4630534417",,
23129,7,"0,0013%","0,4410480349","0,4410480349","0,4410480349",,
23130,1,"0,0002%","0,3501945525","0,3501945525","0,3501945525",,
23134,7,"0,0013%","0,3197026022","3,1279069767","0,7208746557",,
23136,1,"0,0002%","0,398340249","0,398340249","0,398340249",,
23140,23,"0,0042%","0,3423076923","2,9213483146","0,7968001954",,
23142,47,"0,0085%","0,3270676692","1,3082706767","0,9635883546",,
23144,6,"0,0011%","0,3346007605","0,3346007605","0,3346007605",,
23146,2,"0,0004%","1,1478873239","1,1478873239","1,1478873239",,
23147,11,"0,0020%","0,2696245734","3,7088607595","3,0835450893",,
23153,5,"0,0009%","0,8106508876","1,2335766423","0,9798211895",,
23154,8,"0,0015%","0,449339207","0,449339207","0,449339207",,
23157,5,"0,0009%","0,2974910394","0,3734939759","0,3582933886",,
23160,4,"0,0007%","0,1554404145","0,621761658","0,5051813472",,
23162,1,"0,0002%","0,2364217252","0,2364217252","0,2364217252",,
23165,4,"0,0007%","0,5512195122","0,5512195122","0,5512195122",,
23166,28,"0,0051%","0,188034188","3,8076923077","1,7551491718",,
23168,10,"0,0018%","0,1767955801","0,7071823204","0,6541436464",,
23170,3,"0,0005%","0,2114803625","0,2114803625","0,2114803625",,
23175,7,"0,0013%","0,2427184466","0,4577777778","0,3963322546",,
23177,6,"0,0011%","0,2558139535","3,9090909091","2,6913319239",,
23180,7,"0,0013%","0,2491803279","4,0131578947","2,4400714902",,
23182,16,"0,0029%","0,1936416185","1,2910447761","0,8552945173",,
23183,5,"0,0009%","0,4058577406","0,4058577406","0,4058577406",,
23184,106,"0,0192%","0,2053571429","1,2173913043","0,4836810032",,
23187,16,"0,0029%","0,7401129944","1,3511450382","0,931060508",,
23188,1,"0,0002%","0,6631016043","0,6631016043","0,6631016043",,
23192,6,"0,0011%","0,466367713","0,466367713","0,466367713",,
23199,14,"0,0025%","0,5311004785","0,5311004785","0,5311004785",,
23200,22,"0,0040%","0,275862069","1,1034482759","0,7984404389",,
23205,69,"0,0125%","0,1820728291","0,6102564103","0,3770782784",,
23206,1,"0,0002%","0,2897526502","0,2897526502","0,2897526502",,
23210,19,"0,0034%","0,5213270142","0,5213270142","0,5213270142",,
23213,4,"0,0007%","0,8323353293","1,2014388489","1,109162969",,
23214,22,"0,0040%","0,2295597484","1,0890410959","0,7875929102",,
23217,10,"0,0018%","0,5117370892","0,5117370892","0,5117370892",,
23218,6,"0,0011%","0,3805668016","0,3805668016","0,3805668016",,
23219,1,"0,0002%","0,4930875576","0,4930875576","0,4930875576",,
23220,36,"0,0065%","0,0796296296","3,1395348837","0,6733012728",,
23226,27,"0,0049%","0,268707483","3,7215189873","1,7481924791",,
23229,7,"0,0013%","0,3258426966","0,3409961686","0,3366666052",,
23230,26,"0,0047%","0,4391304348","0,5693069307","0,5342594126",,
23232,28,"0,0051%","0,1875","1,3333333333","0,8136145341",,
23236,15,"0,0027%","0,2356687898","1,0608108108","0,9742985023",,
23240,7,"0,0013%","0,2964285714","1,1857142857","0,9119559872",,
23241,15,"0,0027%","0,693989071","1,4409448819","0,7437861251",,
23244,20,"0,0036%","0,2617449664","3,8205128205","2,371521683",,
23246,2,"0,0004%","0,5989847716","0,5989847716","0,5989847716",,
23247,7,"0,0013%","0,1707317073","0,6507936508","0,4242575079",,
23249,10,"0,0018%","0,1930835735","0,1930835735","0,1930835735",,
23250,33,"0,0060%","0,372","1,0333333333","0,5064516129",,
23253,3,"0,0005%","0,2047477745","0,2047477745","0,2047477745",,
23254,24,"0,0044%","0,2549668874","1,0198675497","0,9029414294",,
23256,30,"0,0054%","0,1397058824","4,0263157895","1,1983832129",,
23258,1,"0,0002%","0,144638404","0,144638404","0,144638404",,
23265,14,"0,0025%","0,4212765957","1,170212766","0,719701575",,
23268,3,"0,0005%","0,0758122744","0,3032490975","0,2274368231",,
23270,22,"0,0040%","0,7262569832","1,3769230769","0,8445599094",,
23275,46,"0,0083%","0,387755102","1,3157894737","0,9651762948",,
23276,14,"0,0025%","0,3636363636","2,75","0,5340909091",,
23278,22,"0,0040%","0,4557522124","0,5485436893","0,5063657453",,
23280,23,"0,0042%","0,2749140893","0,618556701","0,4078682952",,
23283,2,"0,0004%","0,5879396985","0,5879396985","0,5879396985",,
23288,11,"0,0020%","0,2887323944","1,1549295775","0,8134817776",,
23290,11,"0,0020%","0,3102189781","1,2408759124","0,9980912604",,
23296,45,"0,0082%","0,1758241758","0,7032967033","0,4945684524",,
23300,6,"0,0011%","0,4291845494","0,4291845494","0,4291845494",,
23305,7,"0,0013%","0,2677966102","3,7341772152","3,2389799859",,
23306,4,"0,0007%","0,3173431734","0,3173431734","0,3173431734",,
23309,13,"0,0024%","0,8773006135","1,1398601399","1,0994663666",,
23310,27,"0,0049%","0,2102102102","1,4682539683","0,5103770437",,
23312,3,"0,0005%","0,164893617","0,6595744681","0,329787234",,
23316,35,"0,0063%","0,1925287356","1,2985074627","0,7501029336",,
23318,17,"0,0031%","0,3396946565","2,9438202247","0,8958290238",,
23320,17,"0,0031%","0,3320754717","0,5188679245","0,4750075673",,
23322,26,"0,0047%","0,2041420118","3,8333333333","2,4379209462",,
23323,2,"0,0004%","0,2953736655","0,2953736655","0,2953736655",,
23324,25,"0,0045%","0,1982507289","0,6071428571","0,4174035328",,
23325,1,"0,0002%","0,2411575563","0,2411575563","0,2411575563",,
23326,14,"0,0025%","0,4908256881","0,5093457944","0,5080229297",,
23328,22,"0,0040%","0,28125","1,125","0,8208122896",,
23331,5,"0,0009%","0,2541254125","0,4372294372","0,4006086323",,
23332,7,"0,0013%","4,0394736842","4,0394736842","4,0394736842",,
23335,1,"0,0002%","0,1810584958","0,1810584958","0,1810584958",,
23343,24,"0,0044%","0,3705179283","0,3705179283","0,3705179283",,
23345,27,"0,0049%","0,5665024631","1,1103448276","0,6393041574",,
23349,7,"0,0013%","0,7127071823","0,7127071823","0,7127071823",,
23352,5,"0,0009%","0,8273809524","1,2086330935","0,9036313806",,
23353,2,"0,0004%","0,6269430052","0,6269430052","0,6269430052",,
23355,9,"0,0016%","0,7803468208","1,2814814815","1,1144365946",,
23358,4,"0,0007%","0,4454148472","0,4454148472","0,4454148472",,
23359,1,"0,0002%","0,2158054711","0,2158054711","0,2158054711",,
23360,5,"0,0009%","0,2739726027","1,095890411","0,5660616438",,
23364,24,"0,0044%","0,4194915254","1,3409090909","0,9827155738",,
23368,42,"0,0076%","0,3622047244","0,6902173913","0,4012538514",,
23370,18,"0,0033%","0,2877192982","0,6473684211","0,5135691532",,
23373,4,"0,0007%","0,1201814059","1,0816326531","0,7627176657",,
23374,2,"0,0004%","0,1439205955","0,1439205955","0,1439205955",,
23375,5,"0,0009%","0,3090909091","1,496","0,7620877005",,
23377,13,"0,0024%","0,4024896266","0,4024896266","0,4024896266",,
23380,13,"0,0024%","0,2095808383","1,1928571429","0,8779528854",,
23381,3,"0,0005%","0,4537444934","0,4537444934","0,4537444934",,
23383,1,"0,0002%","0,1919770774","0,1919770774","0,1919770774",,
23384,17,"0,0031%","0,9367088608","3,746835443","1,9747036687",,
23387,8,"0,0015%","0,3540856031","0,3540856031","0,3540856031",,
23391,6,"0,0011%","0,203539823","0,5458937198","0,3747167714",,
23392,29,"0,0053%","0,1976744186","3,1627906977","0,7251403368",,
23393,9,"0,0016%","0,949044586","1,0536912752","0,9839268157",,
23400,47,"0,0085%","0,26","3,8461538462","1,2134424441",,
23403,4,"0,0007%","0,3234200743","0,3234200743","0,3234200743",,
23405,8,"0,0015%","0,9741935484","1,0264900662","0,9872676778",,
23406,27,"0,0049%","0,3775100402","1,1773049645","0,5552422456",,
23407,5,"0,0009%","0,3384030418","2,9550561798","0,8617336694",,
23408,95,"0,0172%","0,2467532468","4,0526315789","1,1832738245",,
23409,18,"0,0033%","0,2802768166",1,"0,8400615148",,
23415,17,"0,0031%","0,4708520179","0,4708520179","0,4708520179",,
23421,9,"0,0016%","0,5260663507","0,5260663507","0,5260663507",,
23422,12,"0,0022%","0,1025104603","0,410041841","0,3844142259",,
23424,13,"0,0024%","0,1588541667","0,6994535519","0,4713541667",,
23426,8,"0,0015%","0,479638009","0,479638009","0,479638009",,
23427,6,"0,0011%","0,8011695906","1,2481751825","1,0991733185",,
23430,33,"0,0060%","0,5164319249","1,161971831","0,7446358592",,
23432,7,"0,0013%","0,5742574257","0,5742574257","0,5742574257",,
23433,3,"0,0005%","0,4885844749","0,4885844749","0,4885844749",,
23436,45,"0,0082%","0,3010752688","0,6774193548","0,3913542319",,
23449,17,"0,0031%","0,7318435754","1,3664122137","0,9558089772",,
23450,37,"0,0067%","0,2089552239","1,3059701493","1,0134939204",,
23452,15,"0,0027%","0,2867132867","1,1468531469","1,034530104",,
23460,58,"0,0105%","0,1971014493","1,231884058","0,3867095864",,
23463,12,"0,0022%","0,265993266","3,7594936709","2,0759635739",,
23464,2,"0,0004%","0,1336515513","0,1336515513","0,1336515513",,
23465,7,"0,0013%","0,3846153846","0,3846153846","0,3846153846",,
23472,13,"0,0024%","0,8834355828","1,1319444444","1,0363641131",,
23474,4,"0,0007%","0,4008264463","0,6237113402","0,4565476698",,
23478,31,"0,0056%","0,315018315","3,858974359","1,4633328662",,
23482,1,"0,0002%","0,5929648241","0,5929648241","0,5929648241",,
23484,14,"0,0025%","0,451754386","0,5533980583","0,5316172713",,
23488,4,"0,0007%","0,174386921","0,174386921","0,174386921",,
23489,2,"0,0004%","0,2932862191","0,2932862191","0,2932862191",,
23490,42,"0,0076%","0,1432098765","1,2888888889","0,9003760465",,
